level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	5195	7144	-1	
2	1	1	0	0	0	157	2509	80	244	-1	
3	1	1	1	0	0	157	2509	80	244	-1	
4	1	1	1	1	0	157	2509	80	244	-1	
5	1	1	1	1	1	157	2509	80	244	34.612816	Lit
2	1	2	0	0	0	148	3132	88	86	-1	
3	1	2	1	0	0	148	3132	88	86	-1	
4	1	2	1	1	0	148	3132	41	37	-1	
5	1	2	1	1	1	148	3132	41	37	95.000000	 
4	1	2	1	2	0	184	3169	52	49	-1	
5	1	2	1	2	1	184	3169	52	49	95.000000	 
2	1	3	0	0	0	11	3663	153	175	-1	
3	1	3	1	0	0	11	3663	153	175	-1	
4	1	3	1	1	0	11	3663	153	175	-1	
5	1	3	1	1	1	11	3663	153	175	28.056564	Me,
2	1	4	0	0	0	183	4533	51	230	-1	
3	1	4	1	0	0	183	4533	51	230	-1	
4	1	4	1	1	0	183	4533	22	159	-1	
5	1	4	1	1	1	189	4685	3	7	0.000000	-
5	1	4	1	1	2	193	4633	12	9	72.677216	4
5	1	4	1	1	3	183	4533	20	17	19.922848	vd
4	1	4	1	2	0	193	4547	41	216	-1	
5	1	4	1	2	1	193	4547	41	216	14.626322	Me
2	1	5	0	0	0	183	4549	10	173	-1	
3	1	5	1	0	0	183	4549	10	173	-1	
4	1	5	1	1	0	183	4549	10	173	-1	
5	1	5	1	1	1	183	4549	10	173	95.000000	 
2	1	6	0	0	0	0	4650	232	456	-1	
3	1	6	1	0	0	0	4650	232	456	-1	
4	1	6	1	1	0	0	4650	232	456	-1	
5	1	6	1	1	1	0	4650	232	456	40.908997	tye
2	1	7	0	0	0	196	4783	26	68	-1	
3	1	7	1	0	0	196	4783	26	68	-1	
4	1	7	1	1	0	196	4783	26	68	-1	
5	1	7	1	1	1	198	4847	3	4	0.000000	,
5	1	7	1	1	2	196	4783	26	31	41.171246	i
2	1	8	0	0	0	0	5409	231	653	-1	
3	1	8	1	0	0	0	5519	202	365	-1	
4	1	8	1	1	0	0	5519	202	365	-1	
5	1	8	1	1	1	0	5519	202	365	0.000000	“Uf
3	1	8	2	0	0	178	5409	53	653	-1	
4	1	8	2	1	0	178	5467	17	323	-1	
5	1	8	2	1	1	184	5767	7	23	28.160686	7)
5	1	8	2	1	2	178	5547	17	15	61.824440	i
5	1	8	2	1	3	182	5467	4	7	64.433174	f
4	1	8	2	2	0	176	5409	34	532	-1	
5	1	8	2	2	1	192	5850	15	91	11.365299	2.
5	1	8	2	2	2	197	5706	4	6	4.414444	_
5	1	8	2	2	3	176	5475	34	19	0.000000	oe
5	1	8	2	2	4	194	5409	7	7	43.021637	t
4	1	8	2	3	0	201	5486	30	576	-1	
5	1	8	2	3	1	226	6054	3	8	87.366745	J
5	1	8	2	3	2	224	5883	5	30	29.832239	«=
5	1	8	2	3	3	203	5725	27	30	67.865044	a
5	1	8	2	3	4	213	5576	18	25	26.936760	a
5	1	8	2	3	5	201	5486	17	17	85.745186	f
2	1	9	0	0	0	168	4858	64	511	-1	
3	1	9	1	0	0	168	4858	64	511	-1	
4	1	9	1	1	0	168	4954	37	236	-1	
5	1	9	1	1	1	202	5184	3	6	0.000000	»
5	1	9	1	1	2	196	5162	8	10	43.186195	A
5	1	9	1	1	3	168	5066	37	25	0.000000	ey
5	1	9	1	1	4	197	4954	4	3	66.035492	.
4	1	9	1	2	0	206	4858	26	511	-1	
5	1	9	1	2	1	206	5267	25	102	34.048748	ee
5	1	9	1	2	2	211	5103	20	77	0.000000	a
5	1	9	1	2	3	211	5034	21	29	40.968761	a
5	1	9	1	2	4	213	4959	18	27	33.951321	a
5	1	9	1	2	5	211	4858	21	56	30.059662	i
2	1	10	0	0	0	0	5728	600	948	-1	
3	1	10	1	0	0	0	5728	600	948	-1	
