level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	5195	7144	-1	
2	1	1	0	0	0	4473	194	160	208	-1	
3	1	1	1	0	0	4473	194	160	208	-1	
4	1	1	1	1	0	4473	194	160	208	-1	
5	1	1	1	1	1	4473	194	160	208	90.855019	78
2	1	2	0	0	0	0	0	4946	6446	-1	
3	1	2	1	0	0	0	0	4946	6446	-1	
4	1	2	1	1	0	0	0	2788	1089	-1	
5	1	2	1	1	1	0	0	2788	1089	95.000000	  
4	1	2	1	2	0	0	1089	2788	197	-1	
5	1	2	1	2	1	0	1089	2788	197	95.000000	  
4	1	2	1	3	0	0	1286	2788	365	-1	
5	1	2	1	3	1	0	1286	2788	365	95.000000	 
4	1	2	1	4	0	0	1651	2788	144	-1	
5	1	2	1	4	1	0	1651	2788	144	95.000000	 
4	1	2	1	5	0	0	1795	2788	353	-1	
5	1	2	1	5	1	0	1795	2788	353	95.000000	  
4	1	2	1	6	0	0	2148	2788	172	-1	
5	1	2	1	6	1	0	2148	2788	172	95.000000	 
4	1	2	1	7	0	0	2320	2788	230	-1	
5	1	2	1	7	1	0	2320	2788	230	95.000000	  
4	1	2	1	8	0	0	2550	2788	181	-1	
5	1	2	1	8	1	0	2550	2788	181	95.000000	 
4	1	2	1	9	0	0	2731	4946	3715	-1	
5	1	2	1	9	1	0	2731	4946	3715	95.000000	   
2	1	3	0	0	0	3048	975	1026	79	-1	
3	1	3	1	0	0	3048	975	1026	79	-1	
4	1	3	1	1	0	3048	975	1026	79	-1	
5	1	3	1	1	1	3048	984	279	70	92.713356	Left:
5	1	3	1	1	2	3416	981	413	64	92.232201	ARVETTE
5	1	3	1	1	3	3903	975	171	66	96.990448	and
2	1	4	0	0	0	3475	1177	1076	74	-1	
3	1	4	1	0	0	3475	1177	1076	74	-1	
4	1	4	1	1	0	3475	1177	1076	74	-1	
5	1	4	1	1	1	3475	1183	355	65	96.701393	ROBERT
5	1	4	1	1	2	3903	1180	405	71	96.136772	HARRIS,
5	1	4	1	1	3	4394	1177	157	61	94.108635	JR.
2	1	5	0	0	0	3052	1687	1211	170	-1	
3	1	5	1	0	0	3052	1687	1211	170	-1	
4	1	5	1	1	0	3052	1687	709	72	-1	
5	1	5	1	1	1	3052	1693	361	66	95.502068	Bottom
5	1	5	1	1	2	3484	1687	277	68	85.414955	left:
4	1	5	1	2	0	3301	1788	962	69	-1	
5	1	5	1	2	1	3301	1795	293	62	43.559715	AISHA
5	1	5	1	2	2	3668	1794	170	60	96.514175	ANN
5	1	5	1	2	3	3909	1788	354	61	96.514175	HARRIS
2	1	6	0	0	0	3057	2191	1334	172	-1	
3	1	6	1	0	0	3057	2191	1334	172	-1	
4	1	6	1	1	0	3057	2191	769	86	-1	
5	1	6	1	1	1	3057	2200	362	66	95.868439	Bottom
5	1	6	1	1	2	3485	2191	341	86	95.643112	right:
4	1	6	1	2	0	3304	2295	1087	68	-1	
5	1	6	1	2	1	3304	2300	354	63	96.091980	MARCUS
5	1	6	1	2	2	3733	2299	233	62	96.075310	JOHN
5	1	6	1	2	3	4035	2295	356	61	95.937477	HARRIS
2	1	7	0	0	0	3063	2595	718	296	-1	
3	1	7	1	0	0	3063	2595	718	296	-1	
4	1	7	1	1	0	3078	2595	703	91	-1	
5	1	7	1	1	1	3078	2595	703	91	94.043251	(Biographies
4	1	7	1	2	0	3063	2705	662	68	-1	
5	1	7	1	2	1	3063	2725	112	47	95.819069	on
5	1	7	1	2	2	3248	2705	172	68	96.556206	the
5	1	7	1	2	3	3491	2705	234	67	96.289940	next
4	1	7	1	3	0	3065	2803	340	88	-1	
5	1	7	1	3	1	3065	2803	340	88	63.049255	page.
5	1	7	1	3	2	3363	2797	41	98	63.049255	)
2	1	8	0	0	0	3071	6406	348	4	-1	
3	1	8	1	0	0	3071	6406	348	4	-1	
4	1	8	1	1	0	3071	6406	348	4	-1	
5	1	8	1	1	1	3071	6406	348	4	95.000000	 
2	1	9	0	0	0	3832	6406	1045	5	-1	
3	1	9	1	0	0	3832	6406	1045	5	-1	
4	1	9	1	1	0	3832	6406	1045	5	-1	
5	1	9	1	1	1	3832	6406	1045	5	95.000000	 
2	1	10	0	0	0	1639	6436	447	6	-1	
3	1	10	1	0	0	1639	6436	447	6	-1	
4	1	10	1	1	0	1639	6436	447	6	-1	
5	1	10	1	1	1	1639	6436	447	6	95.000000	 
2	1	11	0	0	0	874	6441	515	8	-1	
3	1	11	1	0	0	874	6441	515	8	-1	
4	1	11	1	1	0	874	6441	515	8	-1	
5	1	11	1	1	1	874	6441	515	8	95.000000	 
2	1	12	0	0	0	1902	6677	336	4	-1	
3	1	12	1	0	0	1902	6677	336	4	-1	
4	1	12	1	1	0	1902	6677	336	4	-1	
5	1	12	1	1	1	1902	6677	336	4	95.000000	 
2	1	13	0	0	0	3276	6680	987	3	-1	
3	1	13	1	0	0	3276	6680	987	3	-1	
4	1	13	1	1	0	3276	6680	987	3	-1	
5	1	13	1	1	1	3276	6680	987	3	95.000000	 
