level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3542	4871	-1	
2	1	1	0	0	0	0	0	38	404	-1	
3	1	1	1	0	0	0	0	38	404	-1	
4	1	1	1	1	0	0	0	38	404	-1	
5	1	1	1	1	1	0	0	38	404	95.000000	 
2	1	2	0	0	0	3529	359	12	16	-1	
3	1	2	1	0	0	3529	359	12	16	-1	
4	1	2	1	1	0	3529	359	12	16	-1	
5	1	2	1	1	1	3529	359	12	16	67.823410	A
2	1	3	0	0	0	3509	325	33	387	-1	
3	1	3	1	0	0	3509	325	33	387	-1	
4	1	3	1	1	0	3509	329	18	343	-1	
5	1	3	1	1	1	3512	660	13	12	30.796165	as
5	1	3	1	1	2	3509	543	18	66	34.029869	Why
5	1	3	1	1	3	3512	504	13	10	0.000000	-t
5	1	3	1	1	4	3509	431	16	13	41.811085	~
5	1	3	1	1	5	3510	329	10	31	20.991468	“es
4	1	3	1	2	0	3512	325	30	387	-1	
5	1	3	1	2	1	3513	662	29	50	44.761692	Fad
5	1	3	1	2	2	3508	624	34	33	16.018286	te,
5	1	3	1	2	3	3517	573	24	37	45.480343	Ae
5	1	3	1	2	4	3512	514	29	43	14.917555	Hy
5	1	3	1	2	5	3517	374	24	15	38.639545	A
2	1	4	0	0	0	657	441	916	65	-1	
3	1	4	1	0	0	657	441	916	65	-1	
4	1	4	1	1	0	657	441	916	65	-1	
5	1	4	1	1	1	657	441	331	50	90.551315	RAJEEYAH
5	1	4	1	1	2	1045	448	266	58	96.336548	(TRACY)
5	1	4	1	1	3	1368	458	205	44	96.850060	HASAN
2	1	5	0	0	0	407	520	335	10	-1	
3	1	5	1	0	0	407	520	335	10	-1	
4	1	5	1	1	0	407	520	335	10	-1	
5	1	5	1	1	1	407	520	335	10	95.000000	 
2	1	6	0	0	0	920	534	431	9	-1	
3	1	6	1	0	0	920	534	431	9	-1	
4	1	6	1	1	0	920	534	431	9	-1	
5	1	6	1	1	1	920	534	431	9	95.000000	 
